A 马克思主义、列宁主义、毛泽东思想、邓小平理论
G239.15 互助合作与交流
G239.16 会议
G239.17 协定
G239.19 出版事业史
G239.2 中国
G239.20 方针政策及其阐述
G239.21 出版事业组织与活动
G239.22 出版社
G239.23 发行机构
G239.26 对外出版工作交流
G239.27 地方出版事业
G239.29 出版事业史
G239.3/.7 各国
G24 群众文化事业
G240 群众文化工作理论
G241 工作方法
G241.1 宣传工作
G241.2 辅导工作
G241.3 群众文艺活动、娱乐活动
G241.4 报告会、座谈会、故事会
G242 文化馆（站）、文化宫
G243 俱乐部
G244 青年宫、少年宫、少年之家
G245 展览馆、展览会
G246 公园
G247 群众文化活动
G248 游乐场、歌舞厅
G249 世界各国群众文化事业
G249.1 世界
G249.2 中国
G249.20 方针政策及其阐述
G249.23 群众文化事业组织
G249.26 对外群众文化工作交流
G249.27 地方群众文化事业
G249.29 群众文化事业史
G249.3/.7 各国
G25 图书馆学、图书馆事业
G250 图书馆学
G250.7 图书馆自动化、网络化
G250.71 图书馆管理集成系统
G250.72 网络化
G250.73 网络资源开发与利用
G250.74 数据库建设
G250.76 电子图书馆、数字图书馆
G250.9 图书馆学史
G251 图书馆管理
G251.2 组织机构
G251.3 规章制度
G251.4 图书馆统计
G251.5 图书馆业务研究与辅导
G251.6 图书馆工作者
G252 读者工作
G252.1 图书宣传
G252.12 图书展览
G252.13 报告会
G252.15 读者座谈会
G252.17 阅读辅导
G252.2 馆内阅览
G252.3 外借
G252.4 馆际借书
G252.5 流通站、流通书车
G252.6 参考咨询
G252.61 咨询解答工作
G252.62 定题服务
[G252.63] 书目工作
G252.65 图书馆利用法
G252.7 文献检索
G253 藏书建设和藏书组织
G253.1 图书补充
G253.3 图书交换
G253.4 图书登记
G253.5 藏书组织
G253.6 图书保护
G254 文献标引与编目
G254-3 文献工作研究方法、工作方法
{G254-39} 文献标引与编目自动化
G254.0 文献检索语言（总论）
G254.1 分类法
G254.11 分类理论与方法
G254.12 分类表
G254.122 综合性分类表
G254.123 专业分类表
[G254.124] 专类文献分类表
G254.13 同类书排列法
G254.131 著者号码表
G254.131.2 中文著者号码表
G254.131.3 外文著者号码表
G254.132 著者号码拼号法
G254.133 种次号编号法
G254.139 其他编号法
G254.2 主题法
G254.21 主题法理论与方法（总论）
G254.22 标题法与标题表
G254.221 理论与方法
G254.222 综合性标题表
G254.223 专业性标题表
G254.23 关键词法
G254.24 叙词法与叙词表
G254.241 理论与方法
G254.242 综合性叙词表
G254.243 专业性叙词表
G254.3 文献编目
G254.31 文献著录
G254.319 编目过程
G254.32 目录体系
G254.33 各种目录组织法
G254.331 字顺目录（字典式目录）
G254.332 书名目录
G254.333 著者目录
G254.334 主题目录
G254.335 分类目录
G254.336 专题目录
G254.34 各种编目方式
G254.341 集中编目、合作编目
G254.342 在版编目（CIP）
G254.343 重新编目
G254.36 文献标引与编目自动化
G254.361 自动标引
G254.362 计算机编目
G254.364 机读目录
G254.4 图书馆目录的使用
G255 各种文献工作
G255.1 善本、线装古籍
G255.2 期刊
G255.3 报纸
G255.4 地图
G255.51 科技情报资料
G255.53 专利
G255.54 标准
G255.55 样本
G255.6 乐谱
G255.71 图片、照片
G255.72 缩微资料
G255.73 视听资料
G255.75 电子出版物
G255.8 盲文图书
G255.9 其他
G256 文献学
G256.1 图书学
G256.2 版本学
G256.22 中国版本
G256.23 外国版本
G256.29 书影
G256.3 校勘学
G256.4 题跋、书评
G257 目录学
G257.2 书目编制法
G257.21 普通书目
G257.22 联合目录
G257.23 专题书目
G257.3 专科目录学
G257.31 马克思主义目录学
G257.33 社会科学目录学
G257.34 文艺目录学
G257.35 史学目录学
G257.36 科学、技术目录学
G257.37 生物科学目录学
G257.38 医学目录学
G257.39 农业目录学
[G257.5] 文摘、索引
G258 各类型图书馆
G258.1 国家图书馆
G258.2 公共图书馆
G258.21 直辖市、省、自治区图书馆
G258.22 市、地、县、区图书馆
G258.23 乡镇图书馆（室）
G258.24 街道图书馆（室）
G258.3 厂矿企业图书馆
G258.41 政府机关图书馆
G258.42 部队图书馆
G258.43 工会图书馆
G258.5 科学研究机构图书馆、专业图书馆
G258.6 高等学校、中等专业学校图书馆
G258.69 中、小学图书馆
G258.7 儿童图书馆
G258.81 残疾人图书馆
G258.83 私人图书馆
G258.85 版本图书馆
G258.89 其他图书馆
G258.9 图书馆建筑、设备
G258.91 图书馆建筑
G258.93 图书馆设备
G258.94 图书馆工作的机械化和自动化设备
G258.95 图书馆用品
G259 世界各国图书馆事业
G259.1 世界
G259.1-6 参考工具书
G259.1-66 统计资料
G259.13 国际组织和活动
G259.19 世界图书馆事业史
G259.2 中国
G259.20 方针政策及其阐述
G259.22 图书馆的组织与活动
G259.23 图书馆网、图书馆工作的协调和合作
G259.24 图书馆业务辅导
G259.25 各类型图书馆
G259.26 对外图书馆工作交流
G259.27 地方图书馆事业
G259.29 图书馆事业史
G259.3/.7 各国
G26 博物馆学、博物馆事业
G260 博物馆学
G261 组织和管理
G262 藏品的采集、征集、鉴定
G263 文物复制
G264 藏品整理和保管
G264.1 分类、编目、登记
G264.2 保管
G264.3 修复
G265 陈列、展览工作
G266 群众宣传工作
G267 建筑和设备
G268 各类型展览馆、博物馆
G268.1 革命博物馆、纪念馆
{G268.2} 阶级教育展览馆
G268.3 历史博物馆
G268.4 地志博物馆
G268.5 民族史志博物馆
G268.8 私人博物馆
G268.9 其他
G269 世界各国博物馆事业
G269.1 世界
G269.2 中国
G269.20 方针政策及其阐述
G269.23 博物馆事业组织与活动
G269.25 博物馆工作的协调和合作
G269.26 各类型展览馆、博物馆
G269.27 地方博物馆事业
G269.29 博物馆事业史
G269.3/.7 各国
G27 档案学、档案事业
G270 档案学
G270.7 档案工作自动化
G270.9 档案学史
G271 档案管理
G271.2 组织机构
G271.3 规章制度
G271.4 统计方法
G271.6 档案工作者
G272 收集和整理
G272.2 收集
G272.3 鉴定
G272.4 修复与整理
G272.5 分类法与主题法
G272.6 编目
G273 保管和利用
G273.2 保管与典藏
G273.3 保护
G273.5 流通、利用
G274 公布、出版
G275 各种类型档案工作
G275.1 历史档案
G275.2 文书档案
G275.3 技术档案
G275.9 其他档案
G276 特种档案工作
[G277] 文书工作
G278 建筑和设备
G279 世界各国档案事业
G279.1 世界
G279.2 中国
G279.20 方针政策及其阐述
G279.21 档案事业组织与活动
G279.27 地方档案事业
G279.29 档案事业史
G279.3/.7 各国
G3 科学、科学研究
G30 科学研究理论
G301 科学学
G302 知识学
G303 未来学
G304 科学研究的方法论
G305 科学发明、发现研究（创造学）
G306 专利研究
G306.0 理论方法
G306.3 制度与管理
G306.4 编写与出版
G306.7 各国专利文献概况
G306.9 专利综合汇编
G307 技术标准研究
G31 科学研究工作
G311 组织和管理
G312 工作方法
G315 群众性科学研究工作
G316 科学工作者
G32 世界各国科学研究事业
G321 世界
G321.2 国际组织
G321.5 交流和合作
G321.6 会议、会谈
G321.7 协定
G321.9 科学事业史
G322 中国
G322.0 方针政策及其阐述
G322.1 规划、计划
G322.2 机构和团体
G322.21 中国科学院
G322.22 中国社会科学院
G322.23 地方科学研究机构
[G322.24] 专业科学研究机构
G322.25 科学团体、协会、学会、学社
G322.5 对外科学研究工作的交流与合作
G322.7 地方科学研究事业
G322.9 科学事业史
G323/327 各国
G35 情报学、情报工作
G350 情报学
G350.7 情报工作自动化、网络化
G351 情报工作体制、组织
G351.1 组织和管理
G351.3 规章制度
G351.6 情报工作者
G351.9 情报机构的建筑、设备
G352 情报资料的搜集、保管
G352.1 情报源的调查研究和选择
G352.2 搜集、采购
G352.3 登记整理
G352.4 质量鉴定
G352.5 保管、典藏
G353 情报资料的处理
G353.1 情报资料的分析和研究
G353.11 综述
G353.12 科学技术总结
G353.2 情报编译报道
G353.21 题录、索引
G353.22 简介
G353.23 文摘
G353.24 快报
G354 情报检索
G354.1 情报检索中心
G354.2 情报检索方法和工具
[G354.21] 分类目录与分类法
[G354.22] 主题目录与主题法
[G354.23] 著者目录
[G354.24] 机构目录
G354.25 情报咨询工具
G354.29 其他
G354.3 半机械化、机械化检索系统
G354.4 计算机情报检索系统
G354.42 数值情报检索系统、事实情报检索系统
G354.43 书目情报检索系统
{G354.44} 其他情报检索系统
G354.45 全文情报检索系统
{G354.46} 程序设计
G354.47 多媒体情报检索系统
G354.49 其他情报检索系统
[G355] 机器翻译
G356 情报过程自动化的方法和设备
G356.1 文献库的方法和设备
G356.3 情报的存贮和检索设备
G356.4 情报载体
G356.6 机械化、自动化编索引
G356.7 自动化作文摘
G356.8 情报逻辑加工、情报逻辑系统
G356.9 其他设备
G357 文献复制方法和设备
G357.1 照相复制
G357.2 热敏复制
G357.3 重氮复制
G357.4 静电复制
G357.9 其他复制
G358 情报资料的利用
G359 世界各国情报事业
G359.1 世界
G359.1-6 参考工具书
G359.1-66 统计资料
G359.13 国际组织与活动
G359.19 情报事业史
G359.2 中国
G359.20 方针政策及其阐述
G359.21 情报事业的建设和发展
G359.22 情报工作组织和活动
G359.221 国家情报中心
G359.222 地方情报机构
G359.223 专业情报机构
G359.224 基层情报机构
G359.226 情报工作会议
G359.229 情报学会
G359.25 情报工作的协调和合作、情报网
G359.26 对外情报工作交流
G359.27 地方情报事业
G359.29 情报事业史
G359.3/.7 各国
G4 教育
G40 教育学
{G40-01} 教育理论
G40-011 教育职能
G40-011.8 教育立法与教育政策
G40-012 全面发展教育
[G40-012.9] 德育
G40-013 智育
[G40-013.9] 体育
G40-014 美育
G40-015 劳动教育
G40-02 教育哲学
G40-03 教育科学研究
G40-032 教育科学研究方法论
G40-034 教育科学研究方法
G40-05 教育与其他科学的关系、教育学分支
G40-051 教育统计学
G40-052 教育社会学
G40-052.2 教育与社会
G40-052.4 教育环境
G40-053 教育政治学
G40-054 教育经济学
G40-055 教育与文化
G40-056 教育生物学
G40-057 教育技术学
G40-058 教育管理学
G40-058.1 教育评价
G40-059.1 教育伦理学
G40-059.2 教育未来学
G40-059.3 比较教育学
G40-059.9 其他
G40-06 教育学派
G40-09 教育学史、教育思想史
G41 思想政治教育、德育
G410 德育理论
G411 马列主义毛泽东思想教育
G412 人生观、世界观与理想教育
G413 阶级教育、革命传统教育
G414 国际主义、爱国主义教育
G414.1 形势教育
G415 纪律、民主与法制教育
G416 思想品德教育
G417 社会公德教育
G418 军事训练教育
G42 教学理论
G420 教学研究和改革
G421 教学过程
G422 教学原则
G423 课程论课程设计、课程标准等入此。
G423.02 课程类型与设置
G423.04 课程研究与评价
G423.06 课程管理
G423.07 课程改革
G423.1 教学计划
G423.2 教学大纲
G423.3 教材研究与管理
G424 教学法和教学组织
G424.1 教学法
G424.2 教学组织
G424.21 课堂教学（班级教学）
G424.22 个别教学
G424.23 分组教学
G424.24 协作教学
G424.25 观摩教学（公开教学）
G424.26 巡回教学
G424.27 开放课堂（开放计划）
G424.28 第二课堂
G424.29 现场教学
G424.31 实验
G424.4 实习
G424.6 辅导与自习
G424.7 学绩管理和考试
G424.71 学绩管理制度
G424.74 考试
G424.75 评分方法
G424.79 试题
G426 各派教学法
G427 各科教学法（分科教学法）
G428 教研室（组）工作
G43 电化教育
G431 视听教学（电化教学）
G432 广播、电视教学
G433 程序教学
G434 计算机化教学
G436 电化教材
G44 教育心理学
G441 教学心理学（课堂教育心理学）
G442 学习心理学
G443 教师心理学
G444 学生心理学
{G445} 青少年心理学
G446 教育社会心理学
G447 学科心理学
G448 教育心理诊断与教育心理辅导
G449 教育心理测验与评估
G449.1 测验方法
G449.4 智力测验
G449.5 能力测验
G449.6 性格测验
G449.7 评估方法与标准
G45 教师与学生
G451 教师
G451.1 教师评定与任用
G451.2 教师队伍结构与建设
G451.4 教师与社会
G451.42 教师兼职
G451.5 教师职称与待遇
G451.6 教师职责与修养
G451.7 教师组织
G451.8 教学辅助人员
G455 学生
G455.7 学生组织
G456 师生关系
G459 学校与家庭、学校与社会
G46 教育行政
G462 教育行政机关
G463 教育科研管理
G464 教育视导
G465 教育调查
G467 教育财政
G467.2 教育投入
G467.22 教育基金
G467.24 教育税
G467.26 教育捐款
G467.27 学杂费
G467.8 奖学金、助学金、贷学金
G47 学校管理
G471 学校管理体制
G471.2 校长
G471.7 管理人员
G472 行政工作
G472.1 学校规划
G472.2 管理机构
G472.3 人事管理
G472.4 文书档案管理
G472.5 科研组织和管理
G473 教务工作
G473.2 招生
G473.3 学籍
G473.4 编班、排课表
G473.5 学年、学期、假期
G473.6 奖励、处分
G473.8 毕业、升学、分配
G474 总务工作
G475 财务管理
G478 学校卫生工作
G478.1 学校环境卫生
G478.2 学校保健服务
G478.4 学生个人卫生
G478.5 学校饮食卫生
G479 健康教育
G48 学校建筑和设备的管理
G481 教室
G482 实验室和设备
G483 附属建筑和设备
G484 教学设备
{G5} 世界各国教育事业
G51 世界教育事业
G510 教育政策
G511 教育改革与发展
G511.9 教育系统与结构
G512 教育制度
G512.2 学制
G512.3 义务教育
G512.7 办学形式
G512.71 公立
G512.72 私立
G512.73 宗教团体办学
G512.74 社会资助办学
G513 国际教育组织与活动
G513.1 组织
G513.2 会议
G513.3 互助合作和交流
G515 教师和学生状况
G515.1 教师状况
G515.5 学生状况
G516 教育统计资料
G519 教育史
G52 中国教育事业
G520 方针、政策及其阐述
G520.1 教育规划
G521 教育改革与发展
G521.9 教育系统与结构
G522 教育制度
G522.2 学制
G522.3 义务教育
G522.5 勤工俭学
G522.7 办学形式
G522.71 公立
G522.72 私立
G522.73 宗教团体办学
G522.74 社会资助办学
G522.8 校办产业
G523 教育组织与活动
G525 教师与学生状况
G525.1 教师状况
G525.5 学生状况
G526 教育行政
G526.2 教育行政机关
G526.21 中央
G526.22 地方
G526.3 教育科研管理
G526.4 教育视导
G526.5 教育调查
G526.6 教育统计资料
G526.7 教育财政
G526.78 奖学金、助学金
G526.9 对外教育关系
G527 地方教育
G528 学校概况
G529 教育史
G53/57 各国教育事业
{G6} 各级教育
G61 学前教育、幼儿教育
G610 学前教育、幼儿教育理论
G611 思想品德教育
G612 教学理论、教学法
G613 各科教学法、教材
G613.2 语言、识字
G613.3 常识、故事
G613.4 算术、计算
G613.5 音乐、舞蹈
G613.6 美术
G613.7 体育、游戏
G614 玩具、教具
G615 幼教人员
G616 幼儿园与家庭
G617 幼儿园管理
G618 各类型幼儿园（托儿所）
G619 世界各国学前教育、幼儿教育概况
G619.1 世界
G619.2 中国
G619.20 方针政策及其阐述
G619.21 教育改革
G619.22 教育制度
G619.28 幼儿园概况
G619.29 学前教育、幼儿教育史
G619.3/.7 各国
G62 初等教育
G620 初等教育理论
G621 思想政治教育
G622 教学理论、教学法
G622.0 教学研究与改革
G622.3 课程
G622.4 教学法与教学组织
G622.41 普通教学法
G622.42 教学组织
G622.46 辅导与自习
G622.47 学绩管理与考试
G622.471 学绩管理制度
G622.474 考试
G622.475 评分方法
G622.479 试题与题解
G623 各科教学法、教学参考书
G623.1 政治
G623.15 思想品德课
G623.2 汉语语文
G623.21 汉语拼音
G623.22 识字
G623.23 阅读
G623.24 作文
G623.29 中国少数民族语文
G623.3 外语
G623.31 英语
G623.32 法语
G623.33 德语
G623.34 西班牙语
G623.35 俄语
G623.36 日语
G623.39 其他
G623.4 历史、地理
G623.41 历史
G623.45 地理
G623.5 数学
G623.56 算术
G623.57 珠算
G623.58 计算机
G623.6 自然常识
G623.7 美育
G623.71 音乐
G623.75 美术
G623.8 体育、游戏
G623.9 其他
G624 教材、课本、学生参考书
G625 教师与学生
G625.1 教师、班主任
G625.5 学生
G625.6 师生关系
G626 学校与家庭、学校与社会
G627 学校管理
G627.1 领导管理体制
G627.2 行政工作
G627.3 教务工作
G627.4 总务工作
G627.5 财务管理
G627.6 学校建筑和设备的管理
G627.8 学校卫生工作
G628 各类型小学校
G629 世界各国初等教育概况
G629.1 世界
G629.2 中国
G629.20 方针政策及其阐述
G629.21 教育改革与发展
G629.22 教育制度
G629.28 学校概况
G629.29 初等教育史
G629.299 蒙学
G629.3/.7 各国
G63 中等教育
G630 中等教育理论
G631 思想政治教育、德育
G632 教学理论、教学法
G632.0 教学研究与改革
G632.3 课程
G632.4 教学法与教学组织
G632.41 普通教学法
G632.42 教学组织
G632.46 辅导与自习
G632.47 学绩管理与考试
G632.471 学绩管理制度
G632.474 考试
G632.475 评分方法
G632.479 试题与题解
G633 各科教学法、教学参考书
G633.2 政治
G633.21 哲学
G633.22 社会发展史
G633.23 政治经济学
G633.24 科学社会主义
G633.25 青少年修养
G633.26 法律常识
G633.3 汉语语文
G633.33 阅读
G633.34 作文
G633.39 中国少数民族语文
G633.4 外语
G633.41 英语
G633.42 法语
G633.43 德语
G633.44 西班牙语
G633.45 俄语
G633.46 日语
G633.49 其他
G633.5 历史、地理
G633.51 历史
G633.52 世界历史
G633.53 中国历史
G633.54 其他各国历史
G633.55 地理
G633.56 世界地理
G633.57 中国地理
G633.58 其他各国地理
G633.59 其他
G633.6 数学
G633.61 算术
G633.62 代数
G633.63 几何
G633.64 三角
G633.65 解析几何
G633.66 高等数学初步
G633.67 计算机
G633.7 物理
G633.8 化学
G633.91 生物
G633.92 生理卫生
G633.93 专业技术知识
G633.95 美育
G633.951 音乐、舞蹈
G633.955 美术
G633.96 体育
G633.98 其他
G634 教材、课本、辅助教材
G635 教师与学生
G635.1 教师、班主任
G635.5 学生
G635.6 师生关系
G636 学校与家庭、学校与社会
G637 学校管理
G638 各类型中等学校
G638.1 完全中学
G638.2 初级中学
G638.3 高级中学
G639 世界各国中等教育概况
G639.1 世界
G639.2 中国
G639.20 方针政策及其阐述
G639.21 教育改革与发展
G639.22 教育制度
G639.28 学校概况
G639.29 中等教育史
G639.3/.7 各国
G64 高等教育
G640 高等教育理论
G641 思想政治教育、德育
G642 教学理论、教学法
G642.0 教学研究与改革
G642.1 教学过程
G642.2 教学原则
G642.3 课程
G642.4 教学法与教学组织
G642.41 普通教学法
G642.42 教学组织
G642.421 课堂教学
G642.423 实验
G642.44 实习
G642.45 现场教学
G642.46 辅导
G642.47 学绩管理与考试
G642.471 学绩管理制度
G642.474 考试
G642.475 评分方法
G642.477 毕业论文与毕业设计
[G642.479] 高等教育自学考试
G642.8 教研室工作
G643 研究生教育
G643.0 研究生教育理论
G643.1 政治思想教育
G643.2 教学理论
G643.6 研究生教育机构
G643.7 学位
G643.8 学位论文
G644 科学研究工作
G644.4 学术评议
G644.5 学术交流
G644.6 科学研究机构
G644.8 博士后
G645 教师与学生
G646 学校与社会
G647 学校管理
G648 各类型高等学校
G648.1 综合性大学
G648.2 高等专科院校
G648.4 地方院校
G648.5 社会大学
G648.6 短期大学（初级学院、社区学院）
G648.7 民办院校
{G648.8} 专科学校
G648.9 留学教育、互派教授
G649 世界各国高等教育概况
G649.1 世界
G649.2 中国
G649.20 方针政策及其阐述
G649.21 教育改革与发展
G649.22 教育制度
G649.28 学校概况
G649.29 高等教育史
G649.299 书院
G649.3/.7 各国
G65 师范教育
G650 师范教育理论
G651 思想政治教育、德育
G652 教学理论、教学法
G655 教师与学生
G656 学校与家庭、学校与社会
G657 学校管理
G658 各级师范学校
G658.1 幼儿师范学校
G658.2 中等师范学校
G658.3 高等师范院校
G658.4 教师进修院校
G658.5 教育行政学院
G659 世界各国师范教育概况
G659.1 世界
G659.2 中国
G659.20 方针政策及其阐述
G659.21 教育改革与发展
G659.22 教育制度
G659.28 学校概况
G659.29 师范教育史
G659.3/.7 各国
{G7} 各类教育
G71 职业技术教育
G710 职业技术教育理论
G711 思想政治教育、德育
G712 教学理论、教学法
[G714] 教材、课本、辅助教材
G715 教师与学生
G717 学校管理
G718 各类型职业技术学校
G718.1 技工学校
G718.2 职业高中
G718.3 中等专业学校
G718.4 农业中学
G718.5 高等职业技术学校
[G718.6] 培训班
G719 世界各国职业技术教育概况
G719.1 世界
G719.2 中国
G719.20 方针政策及其阐述
G719.21 教育改革与发展
G719.22 教育制度
G719.28 学校概况
G719.29 职业技术教育史
G719.3/.7 各国
G72 成人教育、业余教育
G720 成人教育、业余教育理论
G722 初等成人业余教育
G722.2 教学理论、教学法
G722.4 教材、课本
G723 中等成人业余教育
G723.2 教学理论、教学法
G723.4 教材、课本
G723.81 业余中学
G723.83 业余中等专业学校
G724 高等成人业余教育
G724.4 教学理论、教学法
G724.81 夜大学
G724.82 开放大学
G725 农民业余教育
G725.81 农民初等业余学校
G725.812 教学理论、教学法
G725.814 教材、课本
G725.82 农民中等业余学校
G725.822 教学理论、教学法
G725.824 教材、课本
G725.83 农民高等业余学校
G726 职工教育
G726.81 职工补习学校
G726.82 职工培训班
G726.84 职工大学
G726.88 管理干部学院
G726.9 自学考试
G727 函授、刊授教育
G727.8 函授、刊授大学
G728 广播电视教育
G728.8 广播电视大学
G729 世界各国成人教育与业余教育概况
G74 华侨教育、侨民教育
G740 华侨教育理论
G741 思想政治教育、德育
G742 教学理论、教学法
G745 教师与学生
G747 学校管理
G749 国外华侨教育
G749.8 在华外侨教育
G749.9 世界各国侨民教育
G75 少数民族教育
G750 少数民族教育理论
G751 思想政治教育、德育
G752 教学理论、教学法
G755 教师与学生
G757 学校管理
G758 各类型民族学校
G758.1 初、中等民族学校
G758.4 高等民族院校
G759 世界各国少数民族教育概况
G76 特殊教育
G760 特殊教育理论
G761 盲人教育
G761.2 教学理论、教学法
G761.4 教材、课本
G762 聋哑人教育
G762.2 教学理论、教学法
G762.4 教材、课本
G763 智力超常儿童教育
G764 弱智儿童教育
G765 犯罪青少年教育
G769 世界各国特殊教育概况
G77 社会教育
G773 乡土教育
G775 青少年教育
G776 妇女教育
G777 老年教育
G779 世界各国社会教育概况
G78 家庭教育
G785 家庭教师
G79 自学
G791 学习方法
G792 读书方法
G795 治学方法
[G797] 自学考试
